file_type,creation_date,file_path,last_modified_date,triplet_source_id,file_name,page_label,file_size,last_ingested_at,was_ingested_by_sbom,last_ingested_by_sbom_at,~id,~from,~to,~label
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921719355801615,Component_component_library_netty-codec-stomp,License_license_https://www.apache.org/licenses/license-2.0,LICENSED_BY
,,,,,,,,,,,neptune_reserved_1_1152921727945736207,e4b51b29-5e9a-4098-ac17-42077a5afaa50,c650b556-ecdc-42e1-9b2d-be2ed296880c0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921736535670799,e4b51b29-5e9a-4098-ac17-42077a5afaa50,4c3cc676-002d-42a1-9bd2-d086ad1818550,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921775190376463,Component_component_library_netty-codec-redis,License_license_https://www.apache.org/licenses/license-2.0,LICENSED_BY
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,6d39bcf9-a09e-4902-940c-9368fc53d415,Software Transparency in SaaS Environments.pdf,15,764130.0,,,,neptune_reserved_1_1152921654931357696,c10d28df-a3a1-4950-ace0-fa274c5728fa0,e621d657-eec9-46f8-9170-fb3c4fbf865c0,Is
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,7e854cca-f02f-462a-9664-6a606a231085,SBOM Sharing Primer.pdf,3,897107.0,,,,neptune_reserved_1_1152921732240769024,f46707ee-4211-42fc-8217-23a0b457376e0,37028fb2-9bb3-48f6-862a-22b153c4c7680,Receives sboms
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,3642c0d4-d4ef-4180-b602-2962bed5a4d2,SBOM FAQ 2024.pdf,14,217992.0,,,,neptune_reserved_1_1152921762305540096,f3f8f199-ebed-424b-8565-f515758be1900,1bee6e96-5572-413b-ba57-8230c027465d0,Has commands for
,,,,,,,,,,,neptune_reserved_1_1152921779485409280,9a77c002-4df2-4505-97e1-94889690dd030,63aeb445-02ca-4168-a32f-117c740354ee0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921809550180352,9a77c002-4df2-4505-97e1-94889690dd030,4a475f66-69da-4b83-a356-977513e1bd6e0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921822435082240,9d2f83f6-665b-4274-85c8-30b14aff6e970,0fab5ab7-6732-46c1-b56c-b92cb4bd49980,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921573326979073,f670a26b-1295-45c2-960b-a33d17228a2b0,3fdbc566-2158-4098-8781-36dafcbffde80,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921594801815553,9d2f83f6-665b-4274-85c8-30b14aff6e970,c89821bb-1457-460e-9bb7-373aa895a8150,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921667816259585,9d2f83f6-665b-4274-85c8-30b14aff6e970,07655722-9703-4f84-9aeb-531cc0b72dd40,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921710765932545,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,1fffa26a-a79d-409f-ad2c-e88df5c6711c0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921753715605505,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,ba322c9b-384d-43a0-86da-bba94256f7df0,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921560442077186,Vulnerability_vulnerability_alas-2021-1605,Component_component_library_libcrypt,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921569032011778,Vulnerability_vulnerability_alas-2021-1605,Component_component_library_glibc,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921684996128770,f670a26b-1295-45c2-960b-a33d17228a2b0,700915bc-9b3b-45df-b91d-fe1f2b984a6d0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921710765932546,9a77c002-4df2-4505-97e1-94889690dd030,7d650a79-18a8-4f62-92fe-eb2cbfb8db1c0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921715060899842,9d2f83f6-665b-4274-85c8-30b14aff6e970,1870b0ad-19a3-43b6-9d9c-75814bbad9cd0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921504607502339,9a77c002-4df2-4505-97e1-94889690dd030,fb556a21-ad9b-48ff-b744-f34a9735f4150,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921543262208003,9d2f83f6-665b-4274-85c8-30b14aff6e970,91739ddf-88ff-497a-b915-eca10850df040,MENTIONS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,4aaf734c-5ff3-4d33-ad92-b23b65cb3c43,SBOM FAQ 2024.pdf,7,217992.0,,,,neptune_reserved_1_1152921564737044483,030de72a-b62d-43b9-bdbc-1545072f8dea0,2017998b-2f35-4b8a-90c8-885726b7d76a0,Affords
,,,,,,,,1718294043.771884,True,1718294043.771884,neptune_reserved_1_1152921569032011779,Component_component_library_gremlin-console,Reference_reference_,REFERS_TO
,,,,,,,,,,,neptune_reserved_1_1152921590506848259,9d2f83f6-665b-4274-85c8-30b14aff6e970,4bc8b179-2ba3-4608-b3d8-dbf4efcfe5200,MENTIONS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921646341423107,Vulnerability_vulnerability_cve-2023-6129,Component_component_library_libcrypto3,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921650636390403,9d2f83f6-665b-4274-85c8-30b14aff6e970,78e8409c-3611-4190-bf85-d3fc30c7a0120,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921663521292291,Component_component_library_logback-core,Reference_reference_,REFERS_TO
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,3642c0d4-d4ef-4180-b602-2962bed5a4d2,SBOM FAQ 2024.pdf,14,217992.0,,,,neptune_reserved_1_1152921680701161475,f3f8f199-ebed-424b-8565-f515758be1900,958f84df-5845-4e8b-a245-8da433c377460,Is
,,,,,,,,,,,neptune_reserved_1_1152921693586063363,9d2f83f6-665b-4274-85c8-30b14aff6e970,09df91c5-9262-413d-b728-82cbecfa450d0,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921697881030659,Component_component_library_commons-configuration2,Reference_reference_,REFERS_TO
,,,,,,,,1718294043.771884,True,1718294043.771884,neptune_reserved_1_1152921702175997955,Component_component_library_gremlin-driver,Reference_reference_,REFERS_TO
,,,,,,,,,,,neptune_reserved_1_1152921732240769027,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,812ac86f-6a0e-4421-bee6-e2fa5825f92b0,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921736535736323,Component_component_library_netty-buffer,Reference_reference_,REFERS_TO
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921517492404228,Vulnerability_vulnerability_alas-2021-1664,Component_component_library_nss,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921650636390404,Vulnerability_vulnerability_alas-2021-1687,Component_component_library_openssl-libs,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921654931357700,f670a26b-1295-45c2-960b-a33d17228a2b0,62711430-76fa-4749-86e2-08052232105c0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921659226324996,f670a26b-1295-45c2-960b-a33d17228a2b0,3184186b-d87c-481f-8822-98c39ebe1a710,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921693586063364,f670a26b-1295-45c2-960b-a33d17228a2b0,18c30079-4100-4f19-a4c0-d37fcc1407c10,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921715060899844,9a77c002-4df2-4505-97e1-94889690dd030,e68a37ec-d927-45ab-9889-ba5fce5f1bf00,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921719355867140,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,b8348055-36fe-4d8b-b314-91382d1bf6f60,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921727945801732,Vulnerability_vulnerability_alas-2023-2073,Component_component_library_openssl-libs,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921758010572804,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,fcf09f4b-bb40-428b-a912-029baae25f840,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921513197436933,Component_component_library_libbsd,Reference_reference_https://libbsd.freedesktop.org/,REFERS_TO
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921517492404229,Component_component_library_libbsd,Component_component_library_libmd,DEPENDS_ON
,2024-09-26,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Example Corp Software Bill of Material.docx,2024-09-26,a37baaab-661e-4945-898c-1e59c2fa128e,Example Corp Software Bill of Material.docx,,13999.0,,,,neptune_reserved_1_1152921581916913669,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,3b172b70-46fa-4867-ae61-269bca2153e90,SOURCE
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921642046455813,Vulnerability_vulnerability_cve-2023-36632,Component_component_application_python,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921646341423109,Vulnerability_vulnerability_cve-2021-3733,Component_component_application_python,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921667816259589,Vulnerability_vulnerability_cve-2022-48566,Component_component_application_python,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921689291096069,f670a26b-1295-45c2-960b-a33d17228a2b0,b415433a-9b52-480b-9163-c4cee700967e0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921693586063365,9a77c002-4df2-4505-97e1-94889690dd030,97b2f42e-eada-4f97-ba81-7989c38e7e510,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921573326979078,Vulnerability_vulnerability_alas-2022-1848,Component_component_library_libxml2,AFFECTS
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921637751488518,Component_component_library_ncurses-base,License_license_mit,LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921659226324998,Vulnerability_vulnerability_alas-2020-1534,Component_component_library_libxml2,AFFECTS
,,,,,,,,1718294043.771884,True,1718294043.771884,neptune_reserved_1_1152921684996128774,Component_component_library_jansi-linux32,"License_license_the apache software license, version 2.0",LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921697881030662,Vulnerability_vulnerability_alas-2021-1677,Component_component_library_libxml2,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,9a5861f9-04b3-4ff9-a3d4-1dab100db8b3,Software Transparency in SaaS Environments.pdf,12,764130.0,,,,neptune_reserved_1_1152921745125670918,97a2ad5b-d1d3-443a-8252-3580a12957810,9e11f73a-091d-43f9-9b38-95875519518d0,Driven by
,,,,,,,,,,,neptune_reserved_1_1152921788075343878,9a77c002-4df2-4505-97e1-94889690dd030,7263c53c-6692-4ff3-8735-711996c7c7670,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921805255213062,Component_component_library_libxext,License_license_mit,LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921809550180358,Vulnerability_vulnerability_alas-2022-1769,Component_component_library_libgcrypt,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,814c12e8-a16c-4bb0-b608-52fb1ebafb30,SBOM Sharing Primer.pdf,15,897107.0,,,,neptune_reserved_1_1152921818140114950,8c888832-25bc-4c0b-8671-2527663ecaca0,e4ee7f25-69f8-470a-8e99-bd2d2d6382140,Has uploaded
,,,,,,,,,,,neptune_reserved_1_1152921822435082246,f670a26b-1295-45c2-960b-a33d17228a2b0,1be3044e-7645-42e4-8c52-7a8269cef6740,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921547557175303,Vulnerability_vulnerability_alas-2021-1652,Component_component_library_bzip2-libs,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921650636390407,f670a26b-1295-45c2-960b-a33d17228a2b0,ca52feba-6b36-4ca9-9264-1f2df2efe1c30,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921654931357703,f670a26b-1295-45c2-960b-a33d17228a2b0,c7914faf-7e30-4021-939f-339a46a2f6e60,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921680701161479,9a77c002-4df2-4505-97e1-94889690dd030,e784bd7c-e4cd-4cb0-9657-17e0867157710,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921706470965255,9d2f83f6-665b-4274-85c8-30b14aff6e970,d157f9a3-413f-427e-ae48-1843f438a6e20,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921745125670919,Component_component_library_libxext,Reference_reference_https://xorg.freedesktop.org/,REFERS_TO
,,,,,,,,,,,neptune_reserved_1_1152921504607502344,9d2f83f6-665b-4274-85c8-30b14aff6e970,42035527-05a4-4e86-89c9-c3278692152c0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921543262208008,9d2f83f6-665b-4274-85c8-30b14aff6e970,e8012e3c-5d2b-4895-ad5a-6278d34f98ff0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921581916913672,f670a26b-1295-45c2-960b-a33d17228a2b0,105e936e-e4c6-45e7-992a-7d9955426bf00,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921586211880968,f670a26b-1295-45c2-960b-a33d17228a2b0,1d48a640-9f49-40fb-b7b5-cbac435fa1a90,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921616276652040,9d2f83f6-665b-4274-85c8-30b14aff6e970,105e936e-e4c6-45e7-992a-7d9955426bf00,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921629161553928,Vulnerability_vulnerability_alas-2021-1605,Component_component_library_glibc-minimal-langpack,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921676406194184,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,1aad0f85-6930-4440-9c79-834da9a424e90,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921680701161480,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,5a48cd12-e7cd-4dbf-b52b-bce68e40f6820,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921684996128776,9a77c002-4df2-4505-97e1-94889690dd030,105e936e-e4c6-45e7-992a-7d9955426bf00,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921710765932552,Vulnerability_vulnerability_alas-2022-1759,Component_component_library_expat,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921727945801736,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,105e936e-e4c6-45e7-992a-7d9955426bf00,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921732240769032,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,be6bc832-a641-4688-8203-108fe890ca910,MENTIONS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,d5b5ddc2-89fe-4c3a-b822-79869e3e77e0,Software Transparency in SaaS Environments.pdf,10,764130.0,,,,neptune_reserved_1_1152921581916913673,33214ec0-f4d5-47b2-80c4-e82c156c60a90,bdf75f20-165d-44db-99dc-9d61108079b40,Classified as
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,814c12e8-a16c-4bb0-b608-52fb1ebafb30,SBOM Sharing Primer.pdf,15,897107.0,,,,neptune_reserved_1_1152921594801815561,6ee8a6ad-b75c-49e9-93ac-778f56c940400,cc75aca6-314a-40e5-9045-3198d3bb65aa0,Information exchanges between
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,1b5ef2fd-aedd-4f5b-9834-760c88097329,SBOM Sharing Primer.pdf,9,897107.0,,,,neptune_reserved_1_1152921629161553929,5bef28af-707f-49ed-8dc6-61dac94995c90,6841e1f9-8db5-44c0-9b43-2a7e6bc6b2470,Requires
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,1b5ef2fd-aedd-4f5b-9834-760c88097329,SBOM Sharing Primer.pdf,9,897107.0,,,,neptune_reserved_1_1152921719355867145,5bef28af-707f-49ed-8dc6-61dac94995c90,0d8f8116-d917-4b56-a27b-63b58ffbc1ae0,Requires
,,,,,,,,,,,neptune_reserved_1_1152921758010572809,f670a26b-1295-45c2-960b-a33d17228a2b0,d94c6848-5b3a-4aa4-9b80-931e55bc73a50,MENTIONS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921762305540105,Component_component_library_libxext,Component_component_library_libx11,DEPENDS_ON
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921508902469642,Component_component_library_libbsd,License_license_bsd-3-clause,LICENSED_BY
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,d5b5ddc2-89fe-4c3a-b822-79869e3e77e0,Software Transparency in SaaS Environments.pdf,10,764130.0,,,,neptune_reserved_1_1152921517492404234,33214ec0-f4d5-47b2-80c4-e82c156c60a90,717545a6-f95e-42ab-874f-f8c758d9cb460,Classified as
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,7f9181f0-92e7-4464-9f94-291d1514b1cd,SBOM Sharing Primer.pdf,14,897107.0,,,,neptune_reserved_1_1152921556147109898,8c888832-25bc-4c0b-8671-2527663ecaca0,f46707ee-4211-42fc-8217-23a0b457376e0,Acted as
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,055343b7-0264-486d-9229-34996b6a93ef,Software Transparency in SaaS Environments.pdf,18,764130.0,,,,neptune_reserved_1_1152921569032011786,df309e68-8145-4e91-a089-317e6da9104d0,acbf2e51-8a0e-45b0-a014-b570789abcb20,Design for
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,b2a0da29-b61a-4071-b5ce-5b6d1ebdbc83,SBOM FAQ 2024.pdf,9,217992.0,,,,neptune_reserved_1_1152921633456521226,9d2f83f6-665b-4274-85c8-30b14aff6e970,b4232f1e-c8d2-40ba-a380-bbb86636d2e80,SOURCE
,,,,,,,,,,,neptune_reserved_1_1152921684996128778,9a77c002-4df2-4505-97e1-94889690dd030,f46707ee-4211-42fc-8217-23a0b457376e0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921706470965258,9d2f83f6-665b-4274-85c8-30b14aff6e970,74510f4b-229c-4c99-a7e0-e3ac54b5868e0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921710765932554,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,b058ae13-59c8-4bc7-a3e2-8757cf1b8d900,MENTIONS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,055343b7-0264-486d-9229-34996b6a93ef,Software Transparency in SaaS Environments.pdf,18,764130.0,,,,neptune_reserved_1_1152921723650834442,df309e68-8145-4e91-a089-317e6da9104d0,8f3658f8-31ca-46bb-a8d6-07a2a7fbc2d60,Design for
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921727945801738,Component_component_library_commons-configuration2,License_license_https://www.apache.org/licenses/license-2.0.txt,LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921513197436939,Vulnerability_vulnerability_alas-2021-1664,Component_component_library_nss-sysinit,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921599096782859,Vulnerability_vulnerability_alas-2021-1605,Component_component_library_glibc-langpack-en,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,3644d57e-b99a-4c26-9256-ab63807d5a79,SBOM Sharing Primer.pdf,12,897107.0,,,,neptune_reserved_1_1152921667816259595,97a2ad5b-d1d3-443a-8252-3580a12957810,247db86a-c6c2-4df3-90d1-79c8b756d9c90,Allow
,,,,,,,,,,,neptune_reserved_1_1152921719355867147,9a77c002-4df2-4505-97e1-94889690dd030,f781a199-97f2-400d-b8d9-3f5c2cd47d370,MENTIONS
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921732240769035,Component_component_library_nss-util,License_license_mplv2.0,LICENSED_BY
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,9a5861f9-04b3-4ff9-a3d4-1dab100db8b3,Software Transparency in SaaS Environments.pdf,12,764130.0,,,,neptune_reserved_1_1152921620571619340,97a2ad5b-d1d3-443a-8252-3580a12957810,20d2a984-58c2-41aa-b4d6-068306642ada0,Driven by
,,,,,,,,1718294043.771884,True,1718294043.771884,neptune_reserved_1_1152921629161553932,Component_component_library_gremlin-console,License_license_apache-2.0,LICENSED_BY
,,,,,,,,,,,neptune_reserved_1_1152921646341423116,f670a26b-1295-45c2-960b-a33d17228a2b0,268ff7fb-90e5-435d-a720-a99e57cefd870,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921676406194188,9a77c002-4df2-4505-97e1-94889690dd030,2721f6dd-0286-4433-9673-7b9de73de4d90,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921684996128780,9a77c002-4df2-4505-97e1-94889690dd030,70dc361b-8c95-4e2f-8f80-fd25cb334a2d0,MENTIONS
,,,,,,,,1718294043.771884,True,1718294043.771884,neptune_reserved_1_1152921697881030668,Component_component_library_gremlin-driver,License_license_apache-2.0,LICENSED_BY
,,,,,,,,,,,neptune_reserved_1_1152921715060899852,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,f0d0e7f4-4ff5-414b-8bab-5be6fa1c2d200,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921508902469645,Vulnerability_vulnerability_alas-2021-1664,Component_component_library_nss-tools,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,3644d57e-b99a-4c26-9256-ab63807d5a79,SBOM Sharing Primer.pdf,12,897107.0,,,,neptune_reserved_1_1152921556147109901,97a2ad5b-d1d3-443a-8252-3580a12957810,927d58ec-2f55-4189-a25c-0fb2c661c1de0,Allow
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,89b8a079-4a82-4fc2-96c5-5cff7fc7dc3c,SBOM Sharing Primer.pdf,10,897107.0,,,,neptune_reserved_1_1152921667816259597,9a77c002-4df2-4505-97e1-94889690dd030,0a10fe35-be0b-4a8a-9834-f36b9374c4650,SOURCE
,,,,,,,,,,,neptune_reserved_1_1152921672111226893,9a77c002-4df2-4505-97e1-94889690dd030,aa9e9613-08d5-4e66-a7ba-9593a1b864db0,MENTIONS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,1bbaaa36-86b1-4ae6-99da-177a78bb38ca,Software Transparency in SaaS Environments.pdf,1,764130.0,,,,neptune_reserved_1_1152921513197436942,f670a26b-1295-45c2-960b-a33d17228a2b0,d063053e-d6e5-4000-a14d-5383483072950,SOURCE
,,,,,,,,,,,neptune_reserved_1_1152921517492404238,9a77c002-4df2-4505-97e1-94889690dd030,8aeffbf8-f3fb-422e-9f01-e45ffdd9cd1e0,MENTIONS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921521787371534,Component_component_library_libbsd,Component_component_library_musl,DEPENDS_ON
,,,,,,,,,,,neptune_reserved_1_1152921611981684750,9a77c002-4df2-4505-97e1-94889690dd030,e437aa80-9b30-4900-ab3b-e4df470a18740,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921624866586638,Vulnerability_vulnerability_alas-2021-1605,Component_component_library_glibc-common,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921629161553934,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,d33b7bb0-8093-41ce-abd2-7ae6c972bc3d0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921659226325006,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,0b03af8c-9a6a-446a-9211-6a5e99b286d40,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921710765932558,09c89191-2b3b-4ea7-b50f-ecf5a06c24d10,0128d3ee-18bb-48b3-a86e-2fa8f69b49da0,MENTIONS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921779485409294,Component_component_library_libxext,Component_component_library_musl,DEPENDS_ON
,,,,,,,,,,,neptune_reserved_1_1152921513197436943,f670a26b-1295-45c2-960b-a33d17228a2b0,44dd5c08-763f-48f4-80f0-532703a9682c0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921517492404239,9a77c002-4df2-4505-97e1-94889690dd030,e92bd2a2-bace-4ff8-ac20-f82df86fef620,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921526082338831,9d2f83f6-665b-4274-85c8-30b14aff6e970,c851e552-bb6b-473e-854e-d604c00aa1430,MENTIONS
